Time[s]	Voltage[kV]	Displacement[$\mu$-m]
3.993816486545582745e+00	-3.010984953991818536e+00	-1.100211225406031224e+00
4.025263860455390308e+00	-3.092291173554869932e+00	-1.138365049191787604e+00
4.056711234365198315e+00	-3.170539562966738778e+00	-1.175090764920097675e+00
4.088158608275005435e+00	-3.245652745851461241e+00	-1.210350857443301731e+00
4.119605982184813442e+00	-3.317556446100329737e+00	-1.244109397804595396e+00
4.151053356094621449e+00	-3.386179561320241671e+00	-1.276332058432142480e+00
4.182500730004428569e+00	-3.451454233143722572e+00	-1.306986138639998130e+00
4.213948103914236576e+00	-3.513315914331073486e+00	-1.336040582647087360e+00
4.245395477824044583e+00	-3.571703432598273498e+00	-1.363466000472786543e+00
4.276842851733852591e+00	-3.626559051107557163e+00	-1.389234692521052361e+00
4.308290225643659710e+00	-3.677828525560820516e+00	-1.413320661128466327e+00
4.339737599553467717e+00	-3.725461157839415893e+00	-1.435699633428949795e+00
4.371184973463275725e+00	-3.769409846137274478e+00	-1.456349081732636774e+00
4.402632347373082844e+00	-3.809631131537804638e+00	-1.475248234546011394e+00
4.434079721282890851e+00	-3.846085240988501130e+00	-1.492378097295672168e+00
4.465527095192698859e+00	-3.878736126630750292e+00	-1.507721466602385041e+00
4.496974469102505978e+00	-3.907551501445969411e+00	-1.521262939622784804e+00
4.528421843012313985e+00	-3.932502871182816495e+00	-1.532988931218994155e+00
4.559869216922121993e+00	-3.953565562533890798e+00	-1.542887682843110841e+00
4.591316590831930000e+00	-3.970718747534081050e+00	-1.550949270395313828e+00
4.622763964741737119e+00	-3.983945464156417149e+00	-1.557165615478156351e+00
4.654211338651545127e+00	-3.993232633085072703e+00	-1.561530489747466444e+00
4.685658712561353134e+00	-3.998571070648919701e+00	-1.564039520195058541e+00
4.717106086471160253e+00	-3.999955497902856205e+00	-1.564714178031322955e+00
4.748553460380968261e+00	-3.997384545847923576e+00	-1.564892464629122237e+00
4.780000834290776268e+00	-3.990860756785045815e+00	-1.565331475757766544e+00
4.811448208200583387e+00	-3.980390581801064531e+00	-1.565995600123673448e+00
4.842895582110391395e+00	-3.965984374389539546e+00	-1.566828566828743163e+00
4.874342956020199402e+00	-3.947656380212640315e+00	-1.567754500673619322e+00
4.905790329930006521e+00	-3.925424723014238726e+00	-1.568679710535779037e+00
4.937237703839814529e+00	-3.899311386698137483e+00	-1.569494531110445124e+00
4.968685077749622536e+00	-3.869342193589161205e+00	-1.570075526647754405e+00
5.000132451659430544e+00	-3.835546778898599296e+00	-1.570288116076723695e+00
5.031579825569237663e+00	-3.797958561419254586e+00	-1.569989062229359078e+00
5.063027199479045670e+00	-3.756614710479071917e+00	-1.569029298455226540e+00
5.094474573388853678e+00	-3.711556109186037844e+00	-1.567256685686778006e+00
5.125921947298660797e+00	-3.662827314000677958e+00	-1.564518711438757315e+00
5.157369321208468804e+00	-3.610476510676137174e+00	-1.560665243861328211e+00
5.188816695118276812e+00	-3.554555466609424119e+00	-1.555550875792854004e+00
5.220264069028083931e+00	-3.495119479650915739e+00	-1.549037159544075726e+00
5.251711442937891938e+00	-3.432227323422751386e+00	-1.540994753160395137e+00
5.283158816847699946e+00	-3.365941189200201578e+00	-1.531305075185133369e+00
5.314606190757507953e+00	-3.296326624413457917e+00	-1.519861701923853170e+00
5.346053564667315072e+00	-3.223452467830678181e+00	-1.506571594728481012e+00
5.377500938577123080e+00	-3.147390781486361089e+00	-1.491355842998401071e+00
5.408948312486931087e+00	-3.068216779422395568e+00	-1.474150203129512615e+00
5.440395686396738206e+00	-2.986008753312210384e+00	-1.454905319613997605e+00
5.471843060306546214e+00	-2.900847995041590632e+00	-1.433586677694409062e+00
5.503290434216354221e+00	-2.812818716322736279e+00	-1.410174335160071291e+00
5.534737808126161340e+00	-2.722007965421012532e+00	-1.384662452490317941e+00
5.566185182035969348e+00	-2.628505541076756380e+00	-1.357058548034767664e+00
5.597632555945777355e+00	-2.532403903707286297e+00	-1.327382758116212313e+00
5.629079929855584474e+00	-2.433798083976871585e+00	-1.295666873907598049e+00
5.660527303765392482e+00	-2.332785588825095680e+00	-1.261953329372472066e+00
5.691974677675200489e+00	-2.229466305046570174e+00	-1.226294191824102375e+00
5.723422051585008496e+00	-2.123942400517282003e+00	-1.188749960624517987e+00
5.754869425494815616e+00	-2.016318223165301404e+00	-1.149388584450134143e+00
5.786316799404623623e+00	-1.906700197785711870e+00	-1.108284402060617513e+00
5.817764173314431631e+00	-1.795196720801849777e+00	-1.065517089143285467e+00
5.849211547224238750e+00	-1.681918053076860708e+00	-1.021170704772349058e+00
5.880658921134046757e+00	-1.566976210881591669e+00	-9.753328013305692101e-01
5.912106295043854765e+00	-1.450484855126669137e+00	-9.280935620897048377e-01
5.943553668953661884e+00	-1.332559178968234059e+00	-8.795450947159644262e-01
5.975001042863469891e+00	-1.213315793898509298e+00	-8.297807634055525128e-01
6.006448416773277899e+00	-1.092872614433865186e+00	-7.788945616528983873e-01
6.037895790683085906e+00	-9.713487415143493564e-01	-7.269806256801997213e-01
6.069343164592893025e+00	-8.488643447300348033e-01	-6.741327834959984777e-01
6.100790538502701033e+00	-7.255405434906064821e-01	-6.204441952131911631e-01
6.132237912412509040e+00	-6.014992872557479719e-01	-5.660070520696655061e-01
6.163685286322316159e+00	-4.768632349446970120e-01	-5.109123172924119327e-01
6.195132660232124167e+00	-3.517556336442475562e-01	-4.552495416638145942e-01
6.226580034141932174e+00	-2.263001967351709054e-01	-3.991067134424000074e-01
6.258027408051739293e+00	-1.006209815575073580e-01	-3.425701450023219685e-01
6.289474781961547301e+00	2.515773326426810549e-02	-2.857244168584557875e-01
6.320922155871355308e+00	1.509115707148668828e-01	-2.286523032208932771e-01
6.352369529781162427e+00	2.765161783791338923e-01	-1.714347751938400943e-01
6.383816903690970435e+00	4.018473514086685627e-01	-1.141509757201638470e-01
6.415264277600778442e+00	5.267811553424922577e-01	-5.687825208225373574e-02
6.446711651510586449e+00	6.511940486603762235e-01	3.078456781070194881e-04
6.478159025420393569e+00	7.749630049475870752e-01	5.733351506229219380e-02
6.509606399330201576e+00	8.979656345502879944e-01	1.141266863286376221e-01
6.541053773240009583e+00	1.020080305601240411e+00	1.706169706676052833e-01
6.572501147149816703e+00	1.141186264296195407e+00	2.267356343392716855e-01
6.603948521059624710e+00	1.261163754302007112e+00	2.824155539627736244e-01
6.635395894969432717e+00	1.379894135178360237e+00	3.375911888774327241e-01
6.666843268879239837e+00	1.497259999696071597e+00	3.921985487409885285e-01
6.698290642789047844e+00	1.613145289935921989e+00	4.461751590073809726e-01
6.729738016698855851e+00	1.727435412053187624e+00	4.994600294717721489e-01
6.761185390608662971e+00	1.840017349594439855e+00	5.519936691202829149e-01
6.792632764518470978e+00	1.950779775254535053e+00	6.037180227012233225e-01
6.824080138428278985e+00	2.059613160963248646e+00	6.545764935051059386e-01
6.855527512338086993e+00	2.166409886192758982e+00	7.045139282562431493e-01
6.886974886247894112e+00	2.271064344378828093e+00	7.534765885017158382e-01
6.918422260157702119e+00	2.373473047350479259e+00	8.014121968331456847e-01
6.949869634067510127e+00	2.473534727664859822e+00	8.482698908946287863e-01
6.981317007977317246e+00	2.571150438746153899e+00	8.940002601210707001e-01
7.012764381887125253e+00	2.666223652729485583e+00	9.385553531327265331e-01
7.044211755796933261e+00	2.758660355913046036e+00	9.818886650941209826e-01
7.075659129706740380e+00	2.848369141724098608e+00	1.023955188089271884e+00
7.107106503616548387e+00	2.935261301106908416e+00	1.064711393042272247e+00
7.138553877526356395e+00	3.019250910243193697e+00	1.104115263859386742e+00
7.170001251436164402e+00	3.100254915518405596e+00	1.142126317503707078e+00
7.201448625345971521e+00	3.178193215649772529e+00	1.178705608093782331e+00
7.232895999255779529e+00	3.252988740894930064e+00	1.213815766114791916e+00
7.264343373165587536e+00	3.324567529262773213e+00	1.247421003946224571e+00
7.295790747075394655e+00	3.392858799651206958e+00	1.279487142342198069e+00
7.327238120985202663e+00	3.457795021839458194e+00	1.309981633285478120e+00
7.358685494895010670e+00	3.519311983265716481e+00	1.338873575486722034e+00
7.390132868804817790e+00	3.577348852524107059e+00	1.366133738450759916e+00
7.421580242714625797e+00	3.631848239518183252e+00	1.391734581165229523e+00
7.453027616624433804e+00	3.682756252211451642e+00	1.415650272048225800e+00
7.484474990534240924e+00	3.730022549918828201e+00	1.437856703473078701e+00
7.515922364444048931e+00	3.773600393086323557e+00	1.458331516205687572e+00
7.547369738353856938e+00	3.813446689509716325e+00	1.477054117224872787e+00
7.578817112263664946e+00	3.849522036946533721e+00	1.494005680080770393e+00
7.610264486173472065e+00	3.881790762079186941e+00	1.509169175278594954e+00
7.641711860083280072e+00	3.910220955790744135e+00	1.522529387060152617e+00
7.673159233993088080e+00	3.934784504718439990e+00	1.534072902493927471e+00
7.704606607902895199e+00	3.955457119053741977e+00	1.543788140963299416e+00
7.736053981812703206e+00	3.972218356561470376e+00	1.551665371221539580e+00
7.767501355722511214e+00	3.985051642794217308e+00	1.557696691210041173e+00
7.798948729632318333e+00	3.993944287482089628e+00	1.561876052393103675e+00
7.830396103542126340e+00	3.998887497081554887e+00	1.564199278691664974e+00
7.861843477451934348e+00	3.999876383470987840e+00	1.564730913729824646e+00
7.893290851361742355e+00	3.996909968784317702e+00	1.564936210038406106e+00
7.924738225271549474e+00	3.989991186377999099e+00	1.565399614194306288e+00
7.956185599181357482e+00	3.979126877930341255e+00	1.566083381114079076e+00
7.987632973091165489e+00	3.964327786676078880e+00	1.566929228911893679e+00
8.019080347000972608e+00	3.945608546782858994e+00	1.567859416315862564e+00
8.050527720910780616e+00	3.922987668880159262e+00	1.568778563316588492e+00
8.081975094820588623e+00	3.896487521754945504e+00	1.569575530332840696e+00
8.113422468730396631e+00	3.866134310232165916e+00	1.570125643516729674e+00
8.144869842640204638e+00	3.831958049261955601e+00	1.570293345959656195e+00
8.176317216550010869e+00	3.793992534239182923e+00	1.569934693799364123e+00
8.207764590459818876e+00	3.752275307584665320e+00	1.568900191469565053e+00
8.239211964369626884e+00	3.706847621621141453e+00	1.567037547016753907e+00
8.270659338279434891e+00	3.657754397780664135e+00	1.564194352713564218e+00
8.302106712189242899e+00	3.605044182183779533e+00	1.560220848163884400e+00
8.333554086099050906e+00	3.548769097634416614e+00	1.554972276355376604e+00
8.365001460008857137e+00	3.488984792077948427e+00	1.548310995346664720e+00
8.396448833918665144e+00	3.425750383573386681e+00	1.540108646589244845e+00
8.427896207828473152e+00	3.359128401834161615e+00	1.530247798127764902e+00
8.459343581738281159e+00	3.289184726395239622e+00	1.518623350220658974e+00
8.490790955648089167e+00	3.215988521467763928e+00	1.505143597593010529e+00
8.522238329557897174e+00	3.139612167545618782e+00	1.489731100583388201e+00
8.553685703467705181e+00	3.060131189831559961e+00	1.472323213002605602e+00
8.585133077377511412e+00	2.977624183553680304e+00	1.452871940548132068e+00
8.616580451287319420e+00	2.892172736246040987e+00	1.431344255257096298e+00
8.648027825197127427e+00	2.803861347070392807e+00	1.407721718991652882e+00
8.679475199106935435e+00	2.712777343258668150e+00	1.381999786550903941e+00
8.710922573016743442e+00	2.619010793758941968e+00	1.354187317555348491e+00
8.742369946926551449e+00	2.522654420170229894e+00	1.324305650299183679e+00
8.773817320836357680e+00	2.423803505054198393e+00	1.292387683770567897e+00
8.805264694746165688e+00	2.322555797714427328e+00	1.258476862160647913e+00
8.836712068655973695e+00	2.219011417536472575e+00	1.222626114885518867e+00
8.868159442565781703e+00	2.113272754984209190e+00	1.184896770095415386e+00
8.899606816475589710e+00	2.005444370350426109e+00	1.145357471629685042e+00
8.931054190385397717e+00	1.895632890361774292e+00	1.104083122149988494e+00
8.962501564295205725e+00	1.783946902740304763e+00	1.061153877447450045e+00
8.993948938205011956e+00	1.670496848825874014e+00	1.016654188214455745e+00
9.025396312114819963e+00	1.555394914365555437e+00	9.706718950079544772e-01
9.056843686024627971e+00	1.438754918578147413e+00	9.232974232164306017e-01
9.088291059934435978e+00	1.320692201603350435e+00	8.746230345285977981e-01
9.119738433844243986e+00	1.201323510447004361e+00	8.247421665651807343e-01
9.151185807754051993e+00	1.080766883535130063e+00	7.737488525196958289e-01
9.182633181663860000e+00	9.591415339909443727e-01	7.217372133206947371e-01
9.214080555573666231e+00	8.365677317502758781e-01	6.688010284646940251e-01
9.245527929483474239e+00	7.131666846319091313e-01	6.150333665076672673e-01
9.276975303393282246e+00	5.890604184805688925e-01	5.605263153332965542e-01
9.308422677303090254e+00	4.643716565009242125e-01	5.053707100008268949e-01
9.339870051212898261e+00	3.392236979020389898e-01	4.496559409047760081e-01
9.371317425122706268e+00	2.137402959722308482e-01	3.934698266602268957e-01
9.402764799032512499e+00	8.804553570491743808e-02	3.368985192486140257e-01
9.434212172942320507e+00	-3.773628890358089738e-02	2.800264135305301494e-01
9.465659546852128514e+00	-1.634807977628412734e-01	2.229361082969553154e-01
9.497106920761936522e+00	-2.890636476823440493e-01	1.657083865781481535e-01
9.528554294671744529e+00	-4.143606553289543304e-01	1.084222151579407739e-01
9.560001668581552536e+00	-5.392479200263350370e-01	5.115475380733465471e-02
9.591449042491360544e+00	-6.636019462748526943e-01	-6.018617101385501100e-03
9.622896416401166775e+00	-7.872997658708149604e-01	-6.302427447759068047e-02
9.654343790310974782e+00	-9.102190595043239130e-01	-1.197903155380393020e-01
9.685791164220782790e+00	-1.032238277715396446e+00	-1.762465220668487931e-01
9.717238538130590797e+00	-1.153236761088883844e+00	-2.323243206311625120e-01
9.748685912040398804e+00	-1.273094859569231740e+00	-2.879567498129645964e-01
9.780133285950206812e+00	-1.391694050777134262e+00	-3.430784234092680296e-01
9.811580659860013043e+00	-1.508917057211072610e+00	-3.976255011336231604e-01
9.843028033769821050e+00	-1.624647962217883768e+00	-4.515356594195248374e-01
9.874475407679629058e+00	-1.738772324617577691e+00	-5.047480679425113692e-01
9.905922781589437065e+00	-1.851177291869192221e+00	-5.572033689328135253e-01
9.937370155499245072e+00	-1.961751711665679299e+00	-6.088436628285807117e-01
9.968817529409053080e+00	-2.070386241847511855e+00	-6.596124944497681053e-01
1.000026490331886109e+01	-2.176973458526315408e+00	-7.094548455896656503e-01
1.003171227722866732e+01	-2.281407962311599924e+00	-7.583171353904734069e-01
1.006315965113847533e+01	-2.383586482535585915e+00	-8.061472170499215384e-01
1.009460702504828333e+01	-2.483407979372970420e+00	-8.528943800265157416e-01
1.012605439895809134e+01	-2.580773743754770866e+00	-8.985093589763576416e-01
1.015750177286789935e+01	-2.675587494977355707e+00	-9.429443418982291769e-01
1.018894914677770736e+01	-2.767755475910183449e+00	-9.861529801247593818e-01
1.022039652068751359e+01	-2.857186545708078285e+00	-1.028090406568592963e+00
1.025184389459732159e+01	-2.943792269936408967e+00	-1.068713245156661884e+00
1.028329126850712960e+01	-3.027487008019963177e+00	-1.107979633559680765e+00
1.031473864241693761e+01	-3.108187997929150903e+00	-1.145849238672583370e+00
1.034618601632674562e+01	-3.185815438019714119e+00	-1.182283274483801883e+00
1.037763339023655362e+01	-3.260292565945047460e+00	-1.217244526853987763e+00
1.040908076414636163e+01	-3.331545734563093220e+00	-1.250697367780812419e+00
1.044052813805616786e+01	-3.399504484762741807e+00	-1.282607781731937013e+00
1.047197551196597587e+01	-3.464101615137751278e+00	-1.312943382585799457e+00
1.050342288587578388e+01	-3.525273248439225515e+00	-1.341673435181816698e+00
1.053487025978559188e+01	-3.582958894741019584e+00	-1.368768879842879871e+00
1.056631763369539989e+01	-3.637101511255552477e+00	-1.394202343946065792e+00
1.059776500760520790e+01	-3.687647558740899445e+00	-1.417948166676341382e+00
1.062921238151501591e+01	-3.734547054443384084e+00	-1.439982418381439588e+00
1.066065975542482214e+01	-3.777753621523312955e+00	-1.460282912893874574e+00
1.069210712933463014e+01	-3.817224534914993583e+00	-1.478829229848187321e+00
1.072355450324443815e+01	-3.852920763575649055e+00	-1.495602727924046693e+00
1.075500187715424616e+01	-3.884807009081504336e+00	-1.510586556908212863e+00
1.078644925106405417e+01	-3.912851740532833134e+00	-1.523765675461373537e+00
1.081789662497386217e+01	-3.937027225733474189e+00	-1.535126859533441079e+00
1.084934399888366841e+01	-3.957309558613972822e+00	-1.544658713689508245e+00
1.088079137279347641e+01	-3.973678682871241818e+00	-1.552351681992113264e+00
1.091223874670328442e+01	-3.986118411801346184e+00	-1.558198053072798794e+00
1.094368612061309243e+01	-3.994616444305825631e+00	-1.562191968260036035e+00
1.097513349452290043e+01	-3.999164377055704378e+00	-1.564329426482492513e+00
1.100658086843270844e+01	-3.999757712801174758e+00	-1.564739118763919912e+00
1.103802824234251645e+01	-3.996395864818726107e+00	-1.564971336921499923e+00
1.106947561625232268e+01	-3.989082157491331326e+00	-1.565458833005790362e+00
1.110092299016213069e+01	-3.977823823021110705e+00	-1.566161775429922187e+00
1.113237036407193870e+01	-3.962631994277727721e+00	-1.567019860573962475e+00
1.116381773798174670e+01	-3.943521693789584059e+00	-1.567953512301744290e+00
1.119526511189155471e+01	-3.920511818888706923e+00	-1.568865689307929800e+00
1.122671248580136272e+01	-3.893625123024011092e+00	-1.569643768451612464e+00
1.125815985971116895e+01	-3.862888193261420522e+00	-1.570161910025716701e+00
1.128960723362097696e+01	-3.828331423993085458e+00	-1.570283568870711743e+00
1.132105460753078496e+01	-3.789988986881720923e+00	-1.569864127548485255e+00
1.135250198144059297e+01	-3.747898797069753929e+00	-1.568753687434057520e+00
1.138394935535040098e+01	-3.702102475686713134e+00	-1.566799824288653165e+00
1.141539672926020899e+01	-3.652645308691934378e+00	-1.563850312322705216e+00
1.144684410317001699e+01	-3.599576202093273558e+00	-1.559755751660659051e+00
1.147829147707982322e+01	-3.542947633586121192e+00	-1.554371944088032365e+00
1.150973885098963123e+01	-3.482815600660513322e+00	-1.547562134435360726e+00
1.154118622489943924e+01	-3.419239565227707001e+00	-1.539199023448712955e+00
1.157263359880924725e+01	-3.352282394820908173e+00	-1.529166315787279906e+00
1.160408097271905525e+01	-3.282010300428352068e+00	-1.517360226697411107e+00
1.163552834662886326e+01	-3.208492771020176715e+00	-1.503690472347371632e+00
1.166697572053866949e+01	-3.131802504833857803e+00	-1.488081046805686647e+00
1.169842309444847750e+01	-3.052015337486114088e+00	-1.470470675941135896e+00
1.172987046835828551e+01	-2.969210166982441557e+00	-1.450812988608234821e+00
1.176131784226809351e+01	-2.883468875698343759e+00	-1.429076417928738740e+00
1.179276521617790152e+01	-2.794876249409472546e+00	-1.405243910202296442e+00
1.182421259008770953e+01	-2.703519893450718747e+00	-1.379312350546862742e+00
1.185565996399751754e+01	-2.609490146087165563e+00	-1.351291791221358007e+00
1.188710733790732377e+01	-2.512879989182575269e+00	-1.321204835725410698e+00
1.191855471181713177e+01	-2.413784956253710146e+00	-1.289085466636078925e+00
1.195000208572693978e+01	-2.312303038001487732e+00	-1.254978123162497461e+00
1.198144945963674779e+01	-2.208534585412285089e+00	-1.218936627422896546e+00
1.201289683354655580e+01	-2.102582210525286044e+00	-1.181023085354197866e+00
1.204434420745636380e+01	-1.994550684963968257e+00	-1.141306812362903766e+00
1.207579158136617181e+01	-1.884546836332072761e+00	-1.099863286639921611e+00
1.210723895527597804e+01	-1.772679442576511333e+00	-1.056773135723501733e+00
1.213868632918578605e+01	-1.659059124421633946e+00	-1.012121188805247707e+00
1.217013370309559406e+01	-1.543798235981320044e+00	-9.659955742983477034e-01
1.220158107700540207e+01	-1.427010753656931197e+00	-9.184869368500262476e-01
1.223302845091521007e+01	-1.308812163431089637e+00	-8.696876817500731605e-01
1.226447582482501808e+01	-1.189319346668691546e+00	-8.196913338513096559e-01
1.229592319873482431e+01	-1.068650464538093425e+00	-7.685919547980677446e-01
1.232737057264463232e+01	-9.469248411667260390e-01	-7.164836509479798332e-01
1.235881794655444033e+01	-8.242628456467763209e-01	-6.634601461366795849e-01
1.239026532046424833e+01	-7.007857730074809055e-01	-6.096144306773855215e-01
1.242171269437405634e+01	-5.766157242718371601e-01	-5.550384631544909020e-01
1.245316006828386435e+01	-4.518754857162943228e-01	-4.998229395300024525e-01
1.248460744219367236e+01	-3.266884074528284554e-01	-4.440571087219532531e-01
1.251605481610347859e+01	-2.011782814534726904e-01	-3.878286266486621892e-01
1.254750219001328659e+01	-7.546921913787522918e-02	-3.312234742978666380e-01
1.257894956392309460e+01	5.031447135495844408e-02	-2.743258605868154065e-01
1.261039693783290261e+01	1.760484080895219350e-01	-2.172182092577401025e-01
1.264184431174271062e+01	3.016082583296027519e-01	-1.599811164941391528e-01
1.267329168565251862e+01	4.268698614854330442e-01	-1.026933741292230806e-01
1.270473905956232485e+01	5.517093518906057703e-01	-4.543195873820509573e-02
1.273618643347213286e+01	6.760032812873888464e-01	1.172792404693642071e-02
1.276763380738194087e+01	7.996287408992119872e-01	6.871282831487265930e-02
1.279908118129174888e+01	9.224634829697554439e-01	1.254510186496040069e-01
1.283052855520155688e+01	1.044386041648348806e+00	1.818724437147383743e-01
1.286197592911136489e+01	1.165275853102185621e+00	2.379086924674688186e-01
1.289342330302117290e+01	1.285013374736572844e+00	2.934929627620946335e-01
1.292487067693097913e+01	1.403480203405314208e+00	3.485600246838291838e-01
1.295631805084078714e+01	1.520559192494380207e+00	4.030461905134746781e-01
1.298776542475059514e+01	1.636134567762977943e+00	4.568892871865588567e-01
1.301921279866040315e+01	1.750092041827612688e+00	5.100286319770479526e-01
1.305066017257021116e+01	1.862318927175824923e+00	5.624050139180365449e-01
1.308210754648001917e+01	1.972704247597895089e+00	6.139606776861049608e-01
1.311355492038982540e+01	2.081138847926307989e+00	6.646393131769451346e-01
1.314500229429963341e+01	2.187515501974503174e+00	7.143860468610515602e-01
1.317644966820944141e+01	2.291729018568074316e+00	7.631474393732847750e-01
1.320789704211924942e+01	2.393676345563702679e+00	8.108714870450876022e-01
1.323934441602905743e+01	2.493256671752863252e+00	8.575076251818042339e-01
1.327079178993886543e+01	2.590371526549573478e+00	9.030067317932031212e-01
1.330223916384867344e+01	2.684924877363608964e+00	9.473211411727342490e-01
1.333368653775847967e+01	2.776823224562884107e+00	9.904046535888543223e-01
1.336513391166828768e+01	2.865975693931127832e+00	1.032212547451712314e+00
1.339658128557809569e+01	2.952294126529351637e+00	1.072701600588622739e+00
1.342802865948790370e+01	3.035693165872352051e+00	1.111830100201251836e+00
1.345947603339771170e+01	3.116090342333961871e+00	1.149557867334783268e+00
1.349092340730751971e+01	3.193406154697621790e+00	1.185846274284787283e+00
1.352237078121732594e+01	3.267564148771616050e+00	1.220658261440065839e+00
1.355381815512713395e+01	3.338490992991264950e+00	1.253958364183568319e+00
1.358526552903694196e+01	3.406116550933241616e+00	1.285712727173283776e+00
1.361671290294674996e+01	3.470373950670402330e+00	1.315889129035677785e+00
1.364816027685655797e+01	3.531199650898475983e+00	1.344457001775893668e+00
1.367960765076636598e+01	3.588533503769254729e+00	1.371387448799236575e+00
1.371105502467617399e+01	3.642318814368141311e+00	1.396653273649800298e+00
1.374250239858598022e+01	3.692502396777245899e+00	1.420228987212484251e+00
1.377394977249578822e+01	3.739034626668601202e+00	1.442090829384234718e+00
1.380539714640559623e+01	3.781869490375451726e+00	1.462216795665703284e+00
1.383684452031540424e+01	3.820964630393145711e+00	1.480586638832315449e+00
1.386829189422521225e+01	3.856281387264601346e+00	1.497181894690782444e+00
1.389973926813502025e+01	3.887784837808933691e+00	1.511985899382512821e+00
1.393118664204482826e+01	3.915443829655445462e+00	1.524983786137416253e+00
1.396263401595463449e+01	3.939231012048830749e+00	1.536162515124379846e+00
1.399408138986444250e+01	3.959122862895132933e+00	1.545510879702304274e+00
1.402552876377425051e+01	3.975099712021695986e+00	1.553019499726806529e+00
1.405697613768405851e+01	3.987145760628136859e+00	1.558680853704907276e+00
1.408842351159386652e+01	3.995249096909076592e+00	1.562489272630557258e+00
1.411987088550367453e+01	3.999401707833201591e+00	1.564440935801506338e+00
1.415131825941348076e+01	3.999599487066995529e+00	1.564750128209199787e+00
1.418276563332328877e+01	3.995842239035309884e+00	1.565009029623125825e+00
1.421421300723309677e+01	3.988133679114761243e+00	1.565520242794324668e+00
1.424566038114290478e+01	3.976481429959757730e+00	1.566241743014412435e+00
1.427710775505271279e+01	3.960897013964794766e+00	1.567111269579254840e+00
1.430855512896252080e+01	3.941395841870466654e+00	1.568047414802212547e+00
1.434000250287232880e+01	3.917997197524466291e+00	1.568951490012615135e+00
1.437144987678213504e+01	3.890724218812642299e+00	1.569709431495951213e+00
1.440289725069194304e+01	3.859603874778958055e+00	1.570194226751119304e+00
1.443434462460175105e+01	3.824666938957005602e+00	1.570268392793498835e+00
1.446579199851155906e+01	3.785947958939411606e+00	1.569786660892404484e+00
1.449723937242136707e+01	3.743485222215249930e+00	1.568598756423524643e+00
1.452868674633117507e+01	3.697320718309234699e+00	1.566552152007565146e+00
1.456013412024098130e+01	3.647500097260138574e+00	1.563494793754754975e+00
1.459158149415078931e+01	3.594072624479472733e+00	1.559277689241118869e+00
1.462302886806059732e+01	3.537091132035114605e+00	1.553757295073981748e+00
1.465447624197040533e+01	3.476611966407998633e+00	1.546797717001304751e+00
1.468592361588021333e+01	3.412694932773574052e+00	1.538272684112534483e+00
1.471737098979002134e+01	3.345403235863106950e+00	1.528067092344903344e+00
1.474881836369982935e+01	3.274803417463314048e+00	1.516078469190153655e+00
1.478026573760963558e+01	3.200965290616133885e+00	1.502217928398670521e+00
1.481171311151944359e+01	3.123961870583674916e+00	1.486410921630686666e+00
1.484316048542925159e+01	3.043869302646674768e+00	1.468597661544450261e+00
1.487460785933905960e+01	2.960766786807778050e+00	1.448733265434822837e+00
1.490605523324886761e+01	2.874736499474156659e+00	1.426787631524079503e+00
1.493750260715867562e+01	2.785863512196889769e+00	1.402745138043920869e+00
1.496894998106848185e+01	2.694235707547470771e+00	1.376604012187649939e+00
1.500039735497828985e+01	2.599943692214593316e+00	1.348375600493247894e+00
1.503184472888809786e+01	2.503080707407229433e+00	1.318083696098884650e+00
1.506329210279790587e+01	2.403742536652496931e+00	1.285763366187924861e+00
1.509473947670771388e+01	2.302027411079564434e+00	1.251460040930009843e+00
1.512618685061752188e+01	2.198035912283228033e+00	1.215228418824777723e+00
1.515763422452732989e+01	2.091870872863212938e+00	1.177131375297959526e+00
1.518908159843713612e+01	1.983637274737566125e+00	1.137238888305744267e+00
1.522052897234694413e+01	1.873442145330649566e+00	1.095626995709199303e+00
1.525197634625675214e+01	1.761394451738483857e+00	1.052376786821539900e+00
1.528342372016656014e+01	1.647604992975976401e+00	1.007573460596875581e+00
1.531487109407636815e+01	1.532186290412675511e+00	9.613054302714024724e-01
1.534631846798617616e+01	1.415252476505358681e+00	9.136635496612182106e-01
1.537776584189598417e+01	1.296919181937486565e+00	8.647403640457567153e-01
1.540921321580579040e+01	1.177303421277135831e+00	8.146294760384210631e-01
1.544066058971559841e+01	1.056523477266432920e+00	7.634249731881743717e-01
1.547210796362540641e+01	9.346987838570165463e-01	7.112209414238632732e-01
1.550355533753521442e+01	8.119498081070510853e-01	6.581110461907927478e-01
1.553500271144502243e+01	6.883979310566807897e-01	6.041881865269026486e-01
1.556645008535483043e+01	5.641653276996809740e-01	5.495442050757385344e-01
1.559789745926463667e+01	4.393748461700097696e-01	4.942696596733325842e-01
1.562934483317444467e+01	3.141498862626871391e-01	4.384536466617074968e-01
1.566079220708425268e+01	1.886142774092302854e-01	3.821836568622873354e-01
1.569223958099406069e+01	6.289215622817052875e-02	3.255454987121782495e-01
1.572368695490386870e+01	-6.289215622815852447e-02	2.686232020975820589e-01
1.575513432881367670e+01	-1.886142774092182950e-01	2.114990098652321238e-01
1.578658170272348471e+01	-3.141498862626751487e-01	1.542533366550387086e-01
1.581802907663329094e+01	-4.393748461699907848e-01	9.696479248539111029e-02
1.584947645054309895e+01	-5.641653276996690947e-01	3.971017564795931154e-02
